0user_handle,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,800,900,undefined
toam,43,48,58,53,43,46,41,50,37,55,43,45,44,27,17,14,5,,2,,,,,,,,191,43,
nvmdava,52,31,44,36,27,49,37,40,29,26,18,24,18,10,14,9,4,4,1,,,1,,,,,125,38,19
cpchenpi,22,33,22,29,33,31,25,49,29,55,38,74,68,104,93,91,44,28,12,1,5,3,,,,,98,22,80
dimss,60,69,72,75,65,59,77,83,74,79,73,92,110,80,105,61,25,30,15,2,1,4,1,2,,,274,58,384
36champ,55,64,42,75,74,69,73,75,62,42,51,40,27,13,15,10,2,2,4,1,2,,2,1,,,285,43,5
ab1aze,7,7,12,15,12,16,12,14,35,21,22,42,54,52,75,94,115,95,71,36,55,46,40,36,23,28,27,6,9
jinqihao2026,3,3,3,5,1,7,3,4,8,6,3,6,9,5,9,11,10,29,17,12,6,,3,2,,,14,3,6
HHY_zZhu,22,25,19,26,24,15,18,28,32,45,32,40,48,26,40,34,37,9,,,,,,,,,75,17,93
zltzlt,139,154,152,165,163,171,174,222,198,246,193,177,199,161,192,109,90,93,70,36,42,21,27,17,10,17,528,148,36
ngpin04,19,11,12,14,16,22,21,37,46,76,114,120,119,48,77,40,11,5,,1,,,,,,,26,18,20
paula,14,12,21,30,14,20,27,15,19,16,16,19,12,19,12,5,3,6,2,,1,,,,,1,33,19,52
Lawali,40,24,50,48,37,46,45,55,47,59,34,46,33,21,31,16,6,6,1,1,3,,,,1,,59,30,1
sstrong,67,43,67,70,58,64,45,53,40,57,41,29,18,19,12,9,10,2,,,1,,,,,,128,49,147
ikaurov,24,26,35,24,29,35,71,86,56,125,120,101,92,90,63,26,18,3,,1,2,,1,,,,98,21,73
Agua_Podrida,13,10,13,15,16,23,23,28,24,23,17,12,14,13,6,7,4,1,,,,,,,,,22,12,87
zwh2008,18,16,20,22,15,23,21,20,22,38,60,51,62,67,140,101,52,63,35,22,11,7,2,4,1,,71,21,7
DitaMirika,87,102,103,92,70,101,85,108,71,86,110,70,76,68,76,52,45,38,30,30,22,19,13,20,13,8,356,69,9
Liuxizai,8,6,8,12,15,9,19,13,12,29,19,21,22,26,38,30,15,22,22,22,23,11,11,4,5,3,42,11,2
SecondThread,24,24,31,35,22,34,35,31,26,37,22,33,19,2,7,2,11,1,,,,,,,,,51,30,505
Ari,20,21,30,37,22,35,36,28,39,24,16,18,18,13,26,9,5,,2,,,2,,,,,44,13,135
ttamx,26,25,16,29,27,19,22,24,25,16,18,18,17,10,22,9,6,7,1,,,,,,,,90,21,24
BlueDiamond,94,87,113,112,97,114,102,101,119,125,121,115,84,69,74,67,41,18,16,21,5,1,,1,,,187,99,236
awoo,63,59,57,61,60,71,96,75,56,66,54,57,55,44,37,23,14,4,3,1,,,,,,,72,56,611
_overrated_,110,103,112,137,109,117,136,134,109,111,96,99,93,56,69,51,41,36,16,8,6,6,1,,1,1,194,93,215
erray,38,33,41,37,31,60,49,43,41,45,34,39,38,26,18,32,10,25,2,5,1,1,,,,,104,37,14
..vince,72,68,94,88,66,81,109,81,85,82,70,78,49,43,50,26,8,10,1,2,,2,,,,,130,66,50
satyam343,59,67,51,50,51,63,76,72,73,89,76,52,91,67,109,65,28,12,1,,1,1,,,,,214,53,186
tyr0Whiz,59,72,59,57,60,51,83,88,91,106,69,57,58,44,48,33,11,12,9,1,1,1,,1,,2,262,71,25
