0user_handle,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,800,900,undefined
qiuzx,23,18,28,35,31,30,54,31,57,33,44,48,67,30,72,49,40,39,18,8,11,4,8,6,5,2,62,17,54
275307894a,28,28,31,35,33,42,30,55,28,56,48,45,55,42,50,41,34,31,30,21,19,15,15,9,12,5,97,42,10
kostia244,58,43,65,71,71,98,105,123,120,138,113,106,98,62,81,52,36,38,11,14,5,3,1,,1,3,95,46,34
leaf1415,55,34,64,68,60,78,65,85,74,64,64,52,46,39,38,27,10,10,4,2,1,2,,,,,85,46,2
grass8sheep,27,23,23,20,30,35,30,32,27,37,35,35,47,47,75,58,56,39,29,29,38,15,20,20,10,19,63,20,5
Thienu,7,6,9,11,11,8,11,10,8,10,5,11,5,3,4,2,3,,1,1,,,,,,,22,7,1
zhaohaikun,35,30,45,32,41,49,53,50,60,46,34,28,48,47,44,42,27,17,17,23,10,7,8,1,2,2,154,32,2
siganai,16,26,24,21,19,19,23,22,15,33,38,13,16,15,17,15,14,2,2,1,,,,,,,100,15,83
Scintilla06,14,15,13,21,21,29,20,31,30,20,24,15,22,17,21,12,19,20,17,12,22,14,12,18,13,11,48,19,7
xukai,6,4,4,6,4,4,8,7,9,12,16,3,11,22,48,15,34,39,22,25,11,9,9,1,4,,20,3,11
JettyOller,9,6,25,23,15,26,21,28,26,31,25,28,27,26,34,20,10,16,4,6,5,1,1,1,1,1,24,15,74
fuppy,8,7,16,12,11,21,17,20,20,18,13,13,10,3,7,5,1,,,,,,,,,,30,11,
ace5,90,79,74,69,61,61,64,66,49,57,47,45,46,26,30,19,8,5,4,,,,,,,,332,88,95
TheScrasse,24,18,32,24,33,41,32,37,50,65,36,60,34,38,51,23,25,6,3,,1,,,,,,65,16,17
Dominater069,54,50,54,52,50,64,68,69,112,70,52,42,67,67,51,22,19,10,5,3,10,,5,,,1,198,38,49
AmirAli-Asgari,28,39,25,35,40,25,41,50,37,65,53,44,37,31,35,29,11,8,5,7,1,2,1,,,,157,35,86
rniya,41,41,51,45,51,69,71,82,68,82,71,70,68,44,56,53,35,36,17,16,4,4,,,,,119,40,36
InternetPerson10,22,28,25,21,16,16,30,29,32,20,18,6,21,15,17,8,5,3,2,,,,,,,,105,16,26
chinerist,24,19,26,22,28,28,32,33,25,31,23,29,37,21,26,14,11,4,2,1,,,,,,,68,21,
-is-this-fft-,36,26,35,55,41,52,68,65,53,41,51,49,37,34,31,28,14,13,7,8,,1,,1,,,48,30,145
RobeZH,38,27,53,57,44,55,72,77,83,97,111,158,177,125,154,88,30,20,10,11,4,1,2,,,,51,29,41
fastmath,4,,1,1,2,4,6,6,4,8,6,4,3,4,11,2,4,2,,,,,,,,,5,1,
kshitij_sodani,26,16,23,25,34,36,37,39,34,37,19,22,21,17,28,17,11,7,7,,2,,2,,,,44,22,5
anpoli99,11,24,24,23,22,31,20,28,32,27,23,141,55,62,29,14,21,17,19,7,5,,3,,,,58,16,47
umbrella-leaf,18,22,19,12,19,23,23,21,22,21,24,30,34,26,45,44,55,44,30,16,21,15,19,10,8,9,77,15,20
gabrielwu,10,8,14,6,17,23,10,15,17,19,10,6,4,20,6,4,7,2,,,,,,,,,35,12,9
YocyCraft,31,29,26,25,34,32,37,42,32,48,42,38,40,39,50,37,24,22,18,6,4,,1,1,,,128,29,10
icecuber,31,23,38,22,21,35,25,32,31,34,21,15,22,14,28,15,8,7,2,6,,3,3,,2,,71,23,1
Isoeasy,3,,,2,2,4,3,7,3,4,6,1,4,2,2,4,4,4,1,5,2,3,2,3,2,1,3,,
Potassium,43,27,46,43,51,53,55,53,42,56,46,41,24,16,17,10,3,7,2,,,,,,,1,99,40,32
registeretsiger,15,18,11,25,26,22,38,41,33,36,18,25,30,29,32,27,20,27,24,12,17,9,20,5,4,8,58,15,5
jdurie,60,40,61,61,58,72,65,81,55,63,48,44,16,14,9,2,9,,2,,,,,,,,100,42,365
xiaowuc1,156,170,161,164,157,160,188,147,104,105,76,48,23,13,24,3,9,4,3,1,,,,,,,215,122,309
Akulyat,71,48,75,74,60,89,86,72,70,73,61,54,37,28,62,13,9,4,2,,1,1,,,,,107,53,116
Rafi22,40,39,35,47,49,50,58,59,62,61,59,53,57,46,64,59,47,26,25,6,4,,1,1,,,119,41,102
AmShZ,42,21,29,42,38,54,36,43,46,65,74,63,65,46,60,32,40,24,21,13,13,12,,,,,71,32,33
Marckess,79,59,90,94,79,102,131,112,106,116,86,105,95,94,110,84,58,49,27,28,15,6,4,3,2,,112,54,76
teapotd,31,15,37,38,22,28,35,33,31,41,25,29,25,18,38,47,12,25,8,14,8,6,15,10,14,2,50,17,97
-14,8,6,6,11,9,8,17,12,13,11,7,4,10,7,6,3,4,2,2,1,1,,,,,,14,6,4
Kilani,118,69,90,88,86,113,109,92,97,98,72,83,66,58,75,40,20,18,5,5,3,2,,,1,,169,77,306
zltzlt,177,189,185,198,193,201,198,248,231,262,224,207,233,192,235,161,121,128,99,68,77,41,66,31,23,35,628,168,37
JovanB,56,37,64,61,52,70,68,67,59,58,62,70,60,44,34,31,22,16,11,,1,,,,,,131,53,89
Aleks5d,82,50,73,78,55,61,67,65,46,52,45,45,52,11,32,6,4,1,,4,,,,,,,176,71,227
emthrm,48,24,40,44,40,62,41,48,50,44,32,34,38,36,19,17,5,8,1,,1,2,,,,,66,36,17
zhylj,18,12,23,16,14,26,24,25,32,23,17,25,16,22,13,8,17,11,10,4,6,,5,3,,,28,17,8
SecondThread,33,32,41,43,32,48,55,53,47,48,35,42,30,10,21,12,14,4,,1,3,2,1,,,1,66,39,630
awoo,66,59,59,66,69,82,107,86,78,86,67,62,70,60,61,42,35,13,6,5,4,1,,,,,77,57,717
Anachor,56,53,61,71,53,82,91,84,79,82,74,76,77,48,81,57,29,37,20,25,6,,,,,,92,48,173
hugopm,30,28,35,46,29,46,47,38,37,42,18,18,19,20,23,8,3,1,,,,,,,,,49,33,1
