0user_handle,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,800,900,undefined
D_F_S,4,2,2,5,1,3,5,1,5,11,15,11,14,23,28,21,19,19,14,11,7,4,5,3,3,1,14,1,3
Suwan,9,10,2,5,8,1,3,4,5,3,4,5,5,8,6,5,1,1,,,,,,,,,25,5,
amirhoseinfar1385,70,66,64,50,58,49,60,46,64,37,43,20,25,17,18,6,,5,3,,,,,,,,248,69,24
FengLing,7,5,12,7,6,11,19,17,20,19,18,29,25,29,25,26,21,16,13,18,9,2,2,3,,1,40,12,15
fishcathu.,19,17,10,17,19,21,18,23,36,35,19,29,17,15,14,16,8,4,4,,1,1,,,,,50,20,9
Olerinskiy,54,21,35,34,40,38,31,31,22,42,28,15,6,3,2,1,,,,,,,,,,,79,41,19
heaksicn,45,42,61,48,62,60,53,73,77,57,72,52,37,62,49,88,51,23,29,18,9,9,7,8,1,3,234,47,77
keko37,14,12,22,26,9,20,24,19,19,19,13,18,18,21,18,5,7,2,6,,3,1,2,,,,29,12,17
lucasxia01,27,18,20,24,13,17,21,26,18,17,12,14,15,7,8,9,3,1,,,,,,,,,36,17,11
mraron,72,67,55,65,65,69,79,79,55,59,24,30,31,9,18,4,1,3,1,,1,,,,,,114,52,55
Darren0724,25,25,38,25,28,26,33,22,26,21,20,13,21,4,6,1,1,1,,,1,,,,,,125,24,13
w4p3r,4,,3,,2,,3,1,1,2,3,2,1,,,,,,,,,1,,2,,,3,,
LUL____SEPLED1305,20,12,19,21,19,16,21,25,6,15,13,10,4,2,10,1,4,1,1,,,,,,,,40,16,2
misorin,73,62,88,88,70,84,91,93,82,78,62,80,63,27,16,2,2,,,,,,,,,,181,69,
cebolinha,18,29,20,28,24,32,40,43,34,32,34,24,8,6,3,3,1,,1,,,,,,,,90,25,142
pring,322,324,351,165,20,24,24,23,21,20,7,10,9,11,5,3,,,1,,,,,,,,721,270,20
lotusblume,37,55,43,57,50,41,88,39,38,29,32,17,8,11,5,8,,,,,,,,,,,195,44,19
wnmrmr,15,14,24,18,19,11,18,13,18,21,15,12,11,10,15,5,17,14,3,,,3,,,,,92,18,229
brobat,31,27,34,29,28,22,27,33,21,32,28,22,17,5,4,2,,,,,,,,,,,112,20,5
Psychotic_D,72,53,54,50,60,56,50,60,47,52,41,17,16,9,8,6,2,1,,1,1,,,,,,194,37,38
zjjws,10,21,17,14,7,19,15,19,15,32,16,26,11,18,10,13,23,5,1,2,,9,9,1,10,,35,17,7
ParsaS,101,99,131,136,115,131,155,152,99,78,75,52,41,26,17,15,10,5,1,3,1,,,,,,231,60,57
tyr0Whiz,43,54,41,43,45,41,58,65,82,86,54,39,29,20,23,16,1,3,4,,,,,,,2,216,57,14
magga,32,17,24,27,23,27,30,30,29,35,38,24,18,7,3,1,,,,,,,,,,,55,19,2
